Date,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units,GC=F,CL=F,BZ=F,NG=F,RB=F
23/04/2021,18.697,132.4,2.29,2.97,151081.0,6.1,4.69785886363742,0.07,-66529.0,267.054,18943.9,20132.9,98.3317,495617.0,837.0,249.06599999999997,510.6,1492.0,1777.0,62.13999938964844,66.11000061035156,2.7300000190734863,1.9957000017166138
26/04/2021,18.697,132.4,2.29,2.97,151081.0,6.1,4.69785886363742,0.07,-66529.0,267.054,18943.9,20132.9,98.3317,495617.0,837.0,249.06599999999997,510.6,1492.0,1779.199951171875,61.90999984741211,65.6500015258789,2.7899999618530273,1.978600025177002
27/04/2021,18.697,132.4,2.29,2.97,151081.0,6.1,4.69785886363742,0.07,-66529.0,267.054,18943.9,20132.9,98.3317,495617.0,837.0,249.06599999999997,510.6,1492.0,1778.0,62.939998626708984,66.41999816894531,2.872999906539917,2.020400047302246
28/04/2021,18.697,132.4,2.29,2.97,151081.0,6.1,4.69785886363742,0.07,-66529.0,267.054,18943.9,20132.9,98.3317,495617.0,837.0,249.06599999999997,510.6,1492.0,1773.199951171875,63.86000061035156,67.2699966430664,2.924999952316284,2.072200059890747
29/04/2021,18.697,132.4,2.31,2.98,151081.0,6.1,4.69785886363742,0.07,-66529.0,267.054,18943.9,20132.9,98.3317,495617.0,837.0,249.06599999999997,510.6,1492.0,1768.0999755859375,65.01000213623047,68.55999755859375,2.9110000133514404,2.099900007247925
30/04/2021,18.697,132.4,2.31,2.98,151081.0,6.1,4.69785886363742,0.07,-66529.0,267.054,18943.9,20132.9,98.3317,495617.0,837.0,249.06599999999997,510.6,1492.0,1767.300048828125,63.58000183105469,67.25,2.930999994277954,2.0697999000549316
03/05/2021,17.466,130.2,2.31,2.98,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1791.4000244140625,64.48999786376953,67.55999755859375,2.9660000801086426,2.1015000343322754
04/05/2021,17.466,130.2,2.31,2.98,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1775.800048828125,65.69000244140625,68.87999725341797,2.9670000076293945,2.15120005607605
05/05/2021,17.466,130.2,2.31,2.98,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1784.0999755859375,65.62999725341797,68.95999908447266,2.937999963760376,2.1512999534606934
06/05/2021,17.466,130.2,2.3,2.96,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1815.5,64.70999908447266,68.08999633789062,2.927999973297119,2.1136999130249023
07/05/2021,17.466,130.2,2.3,2.96,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1831.0999755859375,64.9000015258789,68.27999877929688,2.9579999446868896,2.1268999576568604
10/05/2021,17.466,130.2,2.3,2.96,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1837.5,64.91999816894531,68.31999969482422,2.931999921798706,2.1333999633789062
11/05/2021,17.466,130.2,2.3,2.96,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1835.9000244140625,65.27999877929688,68.55000305175781,2.9549999237060547,2.139899969100952
12/05/2021,17.466,130.2,2.3,2.96,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1822.5999755859375,66.08000183105469,69.31999969482422,2.9690001010894775,2.1610000133514404
13/05/2021,17.466,130.2,2.26,2.94,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1823.800048828125,63.81999969482422,67.05000305175781,2.9730000495910645,2.0952999591827393
14/05/2021,17.466,130.2,2.26,2.94,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1837.9000244140625,65.37000274658203,68.70999908447266,2.9609999656677246,2.1266000270843506
17/05/2021,17.466,130.2,2.26,2.94,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1867.5,66.2699966430664,69.45999908447266,3.1089999675750732,2.1582999229431152
18/05/2021,17.466,130.2,2.26,2.94,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1867.800048828125,65.48999786376953,68.70999908447266,3.01200008392334,2.160900115966797
19/05/2021,17.466,130.2,2.26,2.94,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1881.300048828125,63.36000061035156,66.66000366210938,2.9639999866485596,2.1019999980926514
20/05/2021,17.466,130.2,2.29,3.0,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1881.800048828125,62.04999923706055,65.11000061035156,2.924999952316284,2.0471999645233154
21/05/2021,17.466,130.2,2.29,3.0,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1876.699951171875,63.58000183105469,66.44000244140625,2.9059998989105225,2.06850004196167
24/05/2021,17.466,130.2,2.29,3.0,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1884.5999755859375,66.05000305175781,68.45999908447266,2.885999917984009,2.1177000999450684
25/05/2021,17.466,130.2,2.29,3.0,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1898.0999755859375,66.06999969482422,68.6500015258789,2.9130001068115234,2.117300033569336
26/05/2021,17.466,130.2,2.29,3.0,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1901.300048828125,66.20999908447266,68.87000274658203,2.9839999675750732,2.150099992752075
27/05/2021,17.466,130.2,2.27,2.95,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1895.699951171875,66.8499984741211,69.45999908447266,2.9579999446868896,2.1517999172210693
28/05/2021,17.466,130.2,2.27,2.95,151535.0,5.8,4.69785886363742,0.06,-66621.0,269.195,19264.7,20437.5,99.1867,502655.0,726.0,253.27900000000002,510.6,1607.0,1902.5,66.31999969482422,69.62999725341797,2.9860000610351562,2.140199899673462
01/06/2021,15.903,124.1,2.27,2.95,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1902.9000244140625,67.72000122070312,70.25,3.1040000915527344,2.1703999042510986
02/06/2021,15.903,124.1,2.27,2.95,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1907.5,68.83000183105469,71.3499984741211,3.075000047683716,2.1940999031066895
03/06/2021,15.903,124.1,2.27,2.99,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1871.199951171875,68.80999755859375,71.30999755859375,3.0409998893737793,2.2018001079559326
04/06/2021,15.903,124.1,2.27,2.99,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1889.800048828125,69.62000274658203,71.88999938964844,3.0969998836517334,2.2114999294281006
07/06/2021,15.903,124.1,2.27,2.99,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1896.800048828125,69.2300033569336,71.48999786376953,3.069999933242798,2.1930999755859375
08/06/2021,15.903,124.1,2.27,2.99,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1892.199951171875,70.05000305175781,72.22000122070312,3.128000020980835,2.2190001010894775
09/06/2021,15.903,124.1,2.27,2.99,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1893.199951171875,69.95999908447266,72.22000122070312,3.128999948501587,2.202500104904175
10/06/2021,15.903,124.1,2.23,2.96,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1894.199951171875,70.29000091552734,72.5199966430664,3.1489999294281006,2.2121999263763428
11/06/2021,15.903,124.1,2.23,2.96,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1877.4000244140625,70.91000366210938,72.69000244140625,3.2960000038146973,2.1861000061035156
14/06/2021,15.903,124.1,2.23,2.96,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1864.0,70.87999725341797,72.86000061035156,3.3519999980926514,2.1712000370025635
15/06/2021,15.903,124.1,2.23,2.96,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1854.5,72.12000274658203,73.98999786376953,3.240000009536743,2.1705000400543213
16/06/2021,15.903,124.1,2.23,2.96,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1859.5,72.1500015258789,74.38999938964844,3.250999927520752,2.1561999320983887
17/06/2021,15.903,124.1,2.24,2.93,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1773.800048828125,71.04000091552734,73.08000183105469,3.253000020980835,2.134200096130371
18/06/2021,15.903,124.1,2.24,2.93,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1767.9000244140625,71.63999938964844,73.51000213623047,3.2149999141693115,2.168299913406372
21/06/2021,15.903,124.1,2.24,2.93,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1781.800048828125,73.66000366210938,74.9000015258789,3.190999984741211,2.196899890899658
22/06/2021,15.903,124.1,2.24,2.93,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1776.300048828125,73.05999755859375,74.80999755859375,3.257999897003174,2.224299907684326
23/06/2021,15.903,124.1,2.24,2.93,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1782.300048828125,73.08000183105469,75.19000244140625,3.3329999446868896,2.266900062561035
24/06/2021,15.903,124.1,2.34,3.02,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1775.5999755859375,73.30000305175781,75.55999755859375,3.4179999828338623,2.280900001525879
25/06/2021,15.903,124.1,2.34,3.02,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1776.5999755859375,74.05000305175781,76.18000030517578,3.496000051498413,2.2639000415802
28/06/2021,15.903,124.1,2.34,3.02,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1779.5999755859375,72.91000366210938,74.68000030517578,3.617000102996826,2.216599941253662
29/06/2021,15.903,124.1,2.34,3.02,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1762.800048828125,72.9800033569336,74.76000213623047,3.630000114440918,2.239000082015991
30/06/2021,15.903,124.1,2.34,3.02,151734.0,5.9,4.69785886363742,0.08,-71488.0,271.696,19326.6,20481.6,99.6483,510229.0,689.0,258.13,510.6,1638.0,1770.800048828125,73.47000122070312,75.12999725341797,3.6500000953674316,2.2444000244140625
01/07/2021,15.207,137.5,2.26,2.98,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1775.9000244140625,75.2300033569336,75.83999633789062,3.6610000133514404,2.2676000595092773
02/07/2021,15.207,137.5,2.26,2.98,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1782.5999755859375,75.16000366210938,76.16999816894531,3.700000047683716,2.299799919128418
06/07/2021,15.207,137.5,2.26,2.98,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1793.5,73.37000274658203,74.52999877929688,3.63700008392334,2.2281999588012695
07/07/2021,15.207,137.5,2.26,2.98,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1801.5,72.19999694824219,73.43000030517578,3.5959999561309814,2.2060000896453857
08/07/2021,15.207,137.5,2.2,2.9,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1799.5999755859375,72.94000244140625,74.12000274658203,3.687999963760376,2.255199909210205
09/07/2021,15.207,137.5,2.2,2.9,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1810.0,74.55999755859375,75.55000305175781,3.6740000247955322,2.2920000553131104
12/07/2021,15.207,137.5,2.2,2.9,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1805.5,74.0999984741211,75.16000366210938,3.749000072479248,2.2771999835968018
13/07/2021,15.207,137.5,2.2,2.9,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1809.4000244140625,75.25,76.48999786376953,3.696000099182129,2.3183000087738037
14/07/2021,15.207,137.5,2.2,2.9,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1824.300048828125,73.12999725341797,74.76000213623047,3.6600000858306885,2.2934999465942383
15/07/2021,15.207,137.5,2.22,2.88,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1828.4000244140625,71.6500015258789,73.47000122070312,3.614000082015991,2.2502999305725098
16/07/2021,15.207,137.5,2.22,2.88,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1814.5,71.80999755859375,73.58999633789062,3.6740000247955322,2.2535998821258545
19/07/2021,15.207,137.5,2.22,2.88,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1808.699951171875,66.41999816894531,68.62000274658203,3.7790000438690186,2.1103999614715576
20/07/2021,15.207,137.5,2.22,2.88,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1810.9000244140625,67.41999816894531,69.3499984741211,3.875999927520752,2.131500005722046
21/07/2021,15.207,137.5,2.22,2.88,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1802.9000244140625,70.30000305175781,72.2300033569336,3.9590001106262207,2.2167000770568848
22/07/2021,15.207,137.5,2.12,2.78,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1805.0,71.91000366210938,73.79000091552734,4.002999782562256,2.273200035095215
23/07/2021,15.207,137.5,2.12,2.78,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1801.4000244140625,72.06999969482422,74.0999984741211,4.059999942779541,2.291300058364868
26/07/2021,15.207,137.5,2.12,2.78,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1798.699951171875,71.91000366210938,74.5,4.1020002365112305,2.308300018310547
27/07/2021,15.207,137.5,2.12,2.78,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1799.5,71.6500015258789,74.4800033569336,3.9709999561309814,2.3141000270843506
28/07/2021,15.207,137.5,2.12,2.78,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1799.5,72.38999938964844,74.73999786376953,4.044000148773193,2.308199882507324
29/07/2021,15.207,137.5,2.1,2.8,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1831.199951171875,73.62000274658203,76.05000305175781,4.059000015258789,2.3513998985290527
30/07/2021,15.207,137.5,2.1,2.8,152773.0,5.4,4.69785886363742,0.1,-69951.0,273.003,19493.7,20633.3,100.0668,517777.0,727.0,262.493,539.04,1600.0,1812.5999755859375,73.94999694824219,76.33000183105469,3.9140000343322754,2.3659000396728516
02/08/2021,13.765,119.9,2.1,2.8,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1818.0999755859375,71.26000213623047,72.88999938964844,3.934999942779541,2.2746999263763428
03/08/2021,13.765,119.9,2.1,2.8,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1810.0999755859375,70.55999755859375,72.41000366210938,4.0269999504089355,2.2708001136779785
04/08/2021,13.765,119.9,2.1,2.8,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1810.5,68.1500015258789,70.37999725341797,4.1579999923706055,2.25
05/08/2021,13.765,119.9,2.1,2.77,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1805.0999755859375,69.08999633789062,71.29000091552734,4.139999866485596,2.2939999103546143
06/08/2021,13.765,119.9,2.1,2.77,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1760.0,68.27999877929688,70.69999694824219,4.139999866485596,2.2569000720977783
09/08/2021,13.765,119.9,2.1,2.77,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1723.4000244140625,66.4800033569336,69.04000091552734,4.059999942779541,2.234800100326538
10/08/2021,13.765,119.9,2.1,2.77,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1728.800048828125,68.29000091552734,70.62999725341797,4.089000225067139,2.267899990081787
11/08/2021,13.765,119.9,2.1,2.77,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1750.4000244140625,69.25,71.44000244140625,4.059000015258789,2.3022000789642334
12/08/2021,13.765,119.9,2.15,2.87,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1749.0,69.08999633789062,71.30999755859375,3.933000087738037,2.275399923324585
13/08/2021,13.765,119.9,2.15,2.87,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1775.199951171875,68.44000244140625,70.58999633789062,3.8610000610351562,2.2625999450683594
16/08/2021,13.765,119.9,2.15,2.87,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1786.9000244140625,67.29000091552734,69.51000213623047,3.946000099182129,2.200900077819824
17/08/2021,13.765,119.9,2.15,2.87,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1785.0,66.58999633789062,69.02999877929688,3.8369998931884766,2.165600061416626
18/08/2021,13.765,119.9,2.15,2.87,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1781.5999755859375,65.45999908447266,68.2300033569336,3.8519999980926514,2.147700071334839
19/08/2021,13.765,119.9,2.16,2.86,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1780.199951171875,63.689998626708984,66.44999694824219,3.8299999237060547,2.0815000534057617
20/08/2021,13.765,119.9,2.16,2.86,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1781.0,62.31999969482422,65.18000030517578,3.8510000705718994,2.0236001014709473
23/08/2021,13.765,119.9,2.16,2.86,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1803.199951171875,65.63999938964844,68.75,3.944999933242798,2.123199939727783
24/08/2021,13.765,119.9,2.16,2.86,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1805.5999755859375,67.54000091552734,71.05000305175781,3.8959999084472656,2.180799961090088
25/08/2021,13.765,119.9,2.16,2.86,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1788.199951171875,68.36000061035156,72.25,3.8970000743865967,2.300800085067749
26/08/2021,13.765,119.9,2.17,2.87,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1792.199951171875,67.41999816894531,71.06999969482422,4.184000015258789,2.2553999423980713
27/08/2021,13.765,119.9,2.17,2.87,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1816.5999755859375,68.73999786376953,72.69999694824219,4.369999885559082,2.274199962615967
30/08/2021,13.765,119.9,2.17,2.87,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1809.0,69.20999908447266,73.41000366210938,4.304999828338623,2.312700033187866
31/08/2021,13.765,119.9,2.17,2.87,153250.0,5.1,4.69785886363742,0.09,-73215.0,273.567,19720.9,20844.2,100.0412,526528.0,691.0,266.624,539.04,1595.0,1815.0,68.5,72.98999786376953,4.376999855041504,2.282599925994873
01/09/2021,12.722,83.5,2.17,2.87,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1813.0999755859375,68.58999633789062,71.58999633789062,4.614999771118164,2.1108999252319336
02/09/2021,12.722,83.5,2.18,2.87,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1808.699951171875,69.98999786376953,73.02999877929688,4.640999794006348,2.1635000705718994
03/09/2021,12.722,83.5,2.18,2.87,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1830.9000244140625,69.29000091552734,72.61000061035156,4.711999893188477,2.1540000438690186
07/09/2021,12.722,83.5,2.18,2.87,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1795.9000244140625,68.3499984741211,71.69000244140625,4.567999839782715,2.130000114440918
08/09/2021,12.722,83.5,2.18,2.87,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1790.699951171875,69.30000305175781,72.5999984741211,4.914000034332275,2.1321001052856445
09/09/2021,12.722,83.5,2.19,2.88,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1797.4000244140625,68.13999938964844,71.44999694824219,5.031000137329102,2.0996999740600586
10/09/2021,12.722,83.5,2.19,2.88,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1789.5999755859375,69.72000122070312,72.91999816894531,4.938000202178955,2.1540000438690186
13/09/2021,12.722,83.5,2.19,2.88,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1792.0,70.44999694824219,73.51000213623047,5.230999946594238,2.160900115966797
14/09/2021,12.722,83.5,2.19,2.88,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1804.699951171875,70.45999908447266,73.5999984741211,5.260000228881836,2.1723999977111816
15/09/2021,12.722,83.5,2.19,2.88,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1792.4000244140625,72.61000061035156,75.45999908447266,5.460000038146973,2.2065999507904053
16/09/2021,12.722,83.5,2.12,2.86,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1754.5999755859375,72.61000061035156,75.66999816894531,5.335000038146973,2.1812000274658203
17/09/2021,12.722,83.5,2.12,2.86,153843.0,4.7,4.69785886363742,0.08,-77095.0,274.31,19863.1,20973.7,98.9955,521202.0,731.0,270.19599999999997,539.04,1563.0,1749.4000244140625,71.97000122070312,75.33999633789062,5.105000019073486,2.171299934387207
